      0.0001000,      0.0001000,         3,  0.1000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0015805,         3,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0015805,         7,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0031514,         2,  0.2000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0031514,         3,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0031514,         9,  0.1000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0062835,         2,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0062835,         3,  0.3000000000E-02,  0.2000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,         2,  0.3000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,         3,  0.2000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,         4,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,         5,  0.4000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,         7,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,        13,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0125285,        17,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0249804,         2,  0.6000000000E-02,  0.4000000000E-02,  0.1000000000E-02,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0249804,         3,  0.7000000000E-02,  0.3000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0249804,         4,  0.2000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0249804,         5,  0.7000000000E-02,  0.3000000000E-02,  0.2000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
      0.0001000,      0.0249804,         7,  0.1000000000E-02,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00,  0.0000000000E+00
