          134            5
  1.0000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.8000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.4000  0.6000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
  0.8000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  1.0000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.6000  0.4000
